name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Quezon City, National Capital Region, Philippines",2011-03-05,28.0,23.9,25.4,31.3,23.9,25.7,22.7,85.3,5.356,100.0,29.17,rain,,,33.5,14.8,101.0,1011.4,95.7,8.5,216.1,18.6,8.0,,2011-03-05T06:10:35,2011-03-05T18:04:29,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-06,31.9,23.2,26.7,35.7,23.2,28.4,22.8,80.6,5.268,100.0,12.5,rain,,,37.1,17.5,79.0,1011.8,63.4,9.5,291.0,25.2,10.0,,2011-03-06T06:09:57,2011-03-06T18:04:39,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-07,33.5,23.1,27.4,36.8,23.1,29.2,22.8,77.4,1.602,100.0,16.67,rain,,,63.0,21.3,225.7,1011.0,56.9,9.9,274.3,23.6,9.0,,2011-03-07T06:09:19,2011-03-07T18:04:50,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-08,31.1,23.5,26.6,33.9,23.5,27.8,22.3,78.4,0.067,100.0,12.5,rain,,,37.1,18.1,89.3,1011.3,76.8,9.4,245.1,21.2,9.0,,2011-03-08T06:08:40,2011-03-08T18:05:00,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-09,29.9,23.8,26.6,33.6,23.8,27.7,21.1,72.3,0.284,100.0,12.5,rain,,,48.2,14.9,40.4,1013.2,76.3,9.7,270.9,23.4,9.0,,2011-03-09T06:08:01,2011-03-09T18:05:10,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-10,30.8,23.5,26.7,32.9,23.5,27.7,20.9,71.3,0.0,0.0,0.0,,,,29.5,18.3,91.3,1013.1,64.4,9.8,288.1,24.8,10.0,,2011-03-10T06:07:21,2011-03-10T18:05:19,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-11,30.9,23.0,26.7,32.3,23.0,27.4,19.5,65.7,0.0,0.0,0.0,,,,40.7,20.4,101.9,1012.3,48.9,9.9,294.6,25.4,10.0,,2011-03-11T06:06:41,2011-03-11T18:05:28,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-12,31.9,21.2,26.9,32.3,21.2,27.4,18.8,62.6,0.0,0.0,0.0,,,,44.3,21.6,99.8,1012.2,50.1,9.6,272.1,23.6,9.0,,2011-03-12T06:06:00,2011-03-12T18:05:37,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-13,30.0,21.7,26.6,32.6,21.7,27.7,20.1,68.1,8.184,100.0,4.17,rain,,,33.5,17.9,101.9,1011.5,69.0,9.5,215.6,18.6,7.0,,2011-03-13T06:05:19,2011-03-13T18:05:46,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-14,31.8,23.8,27.5,36.4,23.8,29.1,21.4,70.4,0.0,0.0,0.0,,,,25.9,18.1,103.8,1010.4,78.5,9.6,236.5,20.4,9.0,,2011-03-14T06:04:38,2011-03-14T18:05:54,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-15,30.9,24.0,27.0,38.5,24.0,28.0,20.2,67.4,0.0,0.0,0.0,,,,33.5,21.6,94.4,1010.6,90.4,9.7,100.6,8.8,3.0,,2011-03-15T06:03:57,2011-03-15T18:06:02,0.35,Overcast,Cloudy skies throughout the day.,cloudy,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-16,30.9,22.4,27.1,32.9,22.4,27.8,19.5,64.2,0.0,0.0,0.0,,,,64.8,28.8,86.3,1010.9,57.1,9.8,275.5,23.7,8.0,,2011-03-16T06:03:15,2011-03-16T18:06:10,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-17,31.8,22.6,27.2,34.6,22.6,28.2,19.9,64.9,0.0,0.0,0.0,,,,37.1,25.7,101.1,1012.4,63.0,9.7,260.1,22.5,10.0,,2011-03-17T06:02:33,2011-03-17T18:06:18,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-18,29.9,24.3,26.5,32.4,24.3,27.1,19.9,67.4,0.0,0.0,0.0,,,,38.9,20.5,104.1,1012.6,80.3,9.5,187.2,16.2,7.0,,2011-03-18T06:01:51,2011-03-18T18:06:25,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-19,31.9,22.5,27.1,34.5,22.5,28.3,20.5,68.0,0.0,0.0,0.0,,,,31.3,21.7,99.0,1011.1,67.3,9.5,205.5,17.8,8.0,,2011-03-19T06:01:09,2011-03-19T18:06:33,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-20,31.0,24.1,27.5,34.2,24.1,28.9,20.7,66.9,0.0,0.0,0.0,,,,,18.4,111.4,1010.4,85.6,9.4,193.0,16.7,7.0,,2011-03-20T06:00:26,2011-03-20T18:06:40,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-21,32.9,25.4,28.6,37.8,25.4,31.4,22.5,70.2,0.0,0.0,0.0,,,,33.5,21.8,112.9,1010.3,68.1,9.8,191.7,16.8,7.0,,2011-03-21T05:59:44,2011-03-21T18:06:47,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-22,33.9,24.3,28.3,38.2,24.3,30.4,21.9,69.2,0.0,0.0,0.0,,,,46.4,21.3,99.5,1010.1,52.5,9.5,233.9,20.2,8.0,,2011-03-22T05:59:01,2011-03-22T18:06:54,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-23,33.0,24.8,28.3,35.1,24.8,29.8,20.5,63.8,0.005,100.0,4.17,rain,,,29.5,25.4,84.2,1010.7,59.9,9.8,278.8,24.2,9.0,,2011-03-23T05:58:18,2011-03-23T18:07:01,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-24,31.9,25.2,27.9,34.7,25.2,29.3,20.5,64.8,0.0,0.0,0.0,,,,29.5,25.7,91.5,1011.0,63.9,9.8,305.8,26.3,10.0,,2011-03-24T05:57:35,2011-03-24T18:07:08,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-25,31.9,22.9,27.6,34.0,22.9,28.6,19.9,63.8,0.0,0.0,0.0,,,,40.7,30.6,78.6,1011.8,51.0,9.7,232.7,19.9,7.0,,2011-03-25T05:56:53,2011-03-25T18:07:14,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-26,31.9,24.4,27.5,33.3,24.4,28.1,18.5,58.7,0.0,0.0,0.0,,,,37.1,28.7,79.5,1012.4,49.3,9.7,298.0,25.7,10.0,,2011-03-26T05:56:10,2011-03-26T18:07:21,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-27,30.9,24.0,27.4,32.9,24.0,28.3,19.2,61.5,0.0,0.0,0.0,,,,,21.7,89.1,1011.2,68.8,9.4,218.1,19.0,7.0,,2011-03-27T05:55:27,2011-03-27T18:07:28,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-28,30.0,24.4,27.4,32.0,24.4,28.4,20.1,65.3,0.0,0.0,0.0,,,,29.5,16.4,56.2,1010.8,84.0,9.8,231.9,19.9,8.0,,2011-03-28T05:54:44,2011-03-28T18:07:34,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-29,31.9,25.2,27.9,35.5,25.2,29.6,21.2,67.6,0.007,100.0,8.33,rain,,,37.1,18.4,100.1,1011.0,67.6,9.5,291.8,25.3,9.0,,2011-03-29T05:54:01,2011-03-29T18:07:41,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-30,32.9,23.0,27.7,37.0,23.0,29.4,21.4,69.2,0.009,100.0,12.5,rain,,,44.3,25.2,100.3,1010.9,66.4,11.6,289.9,25.1,10.0,,2011-03-30T05:53:18,2011-03-30T18:07:47,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-03-31,31.0,24.0,27.1,33.6,24.0,28.2,20.5,67.8,0.0,0.0,0.0,,,,37.1,23.1,104.0,1011.2,49.0,9.6,302.7,26.2,10.0,,2011-03-31T05:52:36,2011-03-31T18:07:54,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-01,30.0,22.1,26.3,31.8,22.1,27.0,19.6,67.8,0.0,0.0,0.0,,,,37.1,21.3,110.9,1010.6,50.2,9.8,308.6,26.8,10.0,,2011-04-01T05:51:53,2011-04-01T18:08:01,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-02,31.0,21.1,26.4,33.0,21.1,27.3,19.9,68.6,0.0,0.0,0.0,,,,33.5,20.5,131.2,1010.0,42.5,9.7,272.4,23.4,9.0,,2011-04-02T05:51:11,2011-04-02T18:08:07,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-03,32.0,23.0,27.5,34.8,23.0,28.9,20.9,68.0,0.0,0.0,0.0,,,,48.2,16.3,128.9,1009.4,55.4,9.8,297.6,25.8,10.0,,2011-04-03T05:50:29,2011-04-03T18:08:14,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-04,31.0,24.5,27.1,33.7,24.5,28.1,21.0,70.0,0.015,100.0,8.33,rain,,,50.0,21.9,128.2,1010.1,87.5,9.5,281.0,24.3,10.0,,2011-04-04T05:49:47,2011-04-04T18:08:21,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-05,30.2,23.5,27.1,32.1,23.5,27.8,19.4,63.7,0.0,0.0,0.0,,,,,21.8,97.6,1011.7,56.7,9.8,309.7,26.7,10.0,,2011-04-05T05:49:05,2011-04-05T18:08:28,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-06,29.3,22.1,26.2,31.3,22.1,26.8,19.2,65.8,0.0,0.0,0.0,,,,37.1,23.4,109.6,1012.2,62.6,9.7,283.6,24.5,10.0,,2011-04-06T05:48:24,2011-04-06T18:08:35,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-07,29.9,21.5,25.9,32.4,21.5,26.8,19.8,69.4,0.0,0.0,0.0,,,,33.5,157.3,102.1,1012.4,42.0,9.8,304.0,26.0,10.0,,2011-04-07T05:47:42,2011-04-07T18:08:42,0.12,Partially cloudy,Partly cloudy throughout the day.,wind,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-08,32.0,20.7,26.7,32.8,20.7,27.3,18.7,63.0,0.0,0.0,0.0,,,,29.5,20.5,93.8,1012.8,46.9,9.8,321.0,27.7,10.0,,2011-04-08T05:47:02,2011-04-08T18:08:50,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-09,28.0,21.6,25.2,30.6,21.6,25.8,20.3,75.0,1.767,100.0,16.67,rain,,,33.5,17.0,30.7,1013.7,70.6,16.7,248.0,21.3,8.0,,2011-04-09T05:46:21,2011-04-09T18:08:57,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-10,32.1,22.1,27.3,34.3,22.1,28.1,19.5,63.6,0.041,100.0,4.17,rain,,,,24.1,109.9,1013.4,44.8,11.6,307.2,26.6,10.0,,2011-04-10T05:45:41,2011-04-10T18:09:05,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-11,32.0,22.1,27.2,34.6,22.1,28.1,19.4,63.4,0.0,0.0,0.0,,,,,18.4,123.3,1011.1,38.7,9.9,320.0,27.6,10.0,,2011-04-11T05:45:01,2011-04-11T18:09:13,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-12,32.9,22.1,27.8,33.9,22.1,28.4,18.5,58.5,0.0,0.0,0.0,,,,37.1,25.4,97.5,1011.6,52.3,9.8,172.4,14.8,6.0,,2011-04-12T05:44:21,2011-04-12T18:09:21,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-13,32.9,23.0,27.9,35.1,23.0,28.8,18.8,58.6,0.0,0.0,0.0,,,,42.5,23.4,112.2,1012.3,39.8,9.8,295.4,25.6,10.0,,2011-04-13T05:43:42,2011-04-13T18:09:29,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-14,32.0,21.5,27.4,34.9,21.5,28.3,19.5,62.7,0.0,0.0,0.0,,,,33.5,25.9,123.2,1010.8,58.8,9.7,313.6,27.0,10.0,,2011-04-14T05:43:03,2011-04-14T18:09:37,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-15,33.0,21.2,27.7,35.5,21.2,28.5,19.1,60.6,0.0,0.0,0.0,,,,51.8,23.5,120.3,1009.6,49.9,9.5,309.9,26.7,10.0,,2011-04-15T05:42:25,2011-04-15T18:09:46,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-16,34.9,21.9,28.8,36.3,21.9,29.8,19.7,60.4,0.0,0.0,0.0,,,,29.5,12.7,148.2,1010.2,41.1,9.5,317.1,27.5,10.0,,2011-04-16T05:41:47,2011-04-16T18:09:55,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-17,34.1,23.5,28.9,36.2,23.5,31.1,21.7,67.0,0.0,0.0,0.0,,,,51.8,18.3,235.2,1009.4,46.2,9.7,300.6,25.7,10.0,,2011-04-17T05:41:10,2011-04-17T18:10:04,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-18,33.5,23.9,28.6,40.8,23.9,31.4,22.3,69.9,0.0,0.0,0.0,,,,29.5,25.9,266.4,1008.0,47.5,9.9,294.0,25.4,10.0,,2011-04-18T05:40:33,2011-04-18T18:10:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-19,33.0,25.3,29.2,37.0,25.3,32.1,22.1,66.6,0.014,100.0,4.17,rain,,,57.6,20.4,329.9,1009.1,65.2,9.8,277.9,23.9,10.0,,2011-04-19T05:39:56,2011-04-19T18:10:23,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-20,29.9,24.8,28.0,33.1,24.8,30.0,21.3,67.0,9.201,100.0,8.33,rain,,,29.5,21.3,95.8,1011.2,75.9,9.8,262.4,22.7,9.0,,2011-04-20T05:39:20,2011-04-20T18:10:33,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-21,32.1,25.4,28.4,35.6,25.4,30.5,21.6,67.5,0.019,100.0,12.5,rain,,,33.5,22.0,108.4,1011.5,65.4,9.8,263.7,22.8,10.0,,2011-04-21T05:38:45,2011-04-21T18:10:43,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-22,33.1,23.0,28.2,36.0,23.0,30.1,21.3,67.2,0.0,0.0,0.0,,,,33.5,20.1,126.9,1009.8,41.3,9.9,297.5,25.8,10.0,,2011-04-22T05:38:10,2011-04-22T18:10:54,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-23,33.5,23.7,28.7,37.0,23.7,30.7,21.2,65.1,0.0,0.0,0.0,,,,33.5,17.5,138.6,1009.1,39.1,9.9,299.8,25.9,10.0,,2011-04-23T05:37:36,2011-04-23T18:11:04,0.67,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-24,33.0,22.9,28.5,36.0,22.9,30.2,20.6,63.2,0.0,0.0,0.0,,,,42.5,23.4,120.9,1009.4,45.4,9.7,305.4,26.5,10.0,,2011-04-24T05:37:03,2011-04-24T18:11:15,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-25,33.0,22.6,28.8,36.9,22.6,31.0,21.3,64.7,0.0,0.0,0.0,,,,29.5,23.6,113.3,1009.5,39.7,9.6,266.6,23.0,9.0,,2011-04-25T05:36:30,2011-04-25T18:11:27,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-26,34.9,26.1,30.3,39.6,26.1,34.3,23.0,66.4,0.0,0.0,0.0,,,,33.5,17.6,116.2,1008.8,51.5,9.8,142.0,12.3,5.0,,2011-04-26T05:35:58,2011-04-26T18:11:38,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-27,35.8,25.5,29.9,41.5,25.5,34.3,23.7,70.9,0.018,100.0,4.17,rain,,,33.5,16.1,344.1,1008.0,50.2,10.0,228.5,19.7,8.0,,2011-04-27T05:35:26,2011-04-27T18:11:50,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-28,35.0,26.2,30.5,40.7,26.2,35.4,23.8,68.3,0.002,100.0,8.33,rain,,,33.5,19.5,120.0,1008.0,57.7,9.7,156.0,13.4,5.0,,2011-04-28T05:34:55,2011-04-28T18:12:03,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-29,33.9,24.1,29.8,40.2,24.1,33.7,22.7,66.4,0.484,100.0,8.33,rain,,,51.8,23.9,109.7,1009.2,43.8,9.9,200.0,17.2,7.0,,2011-04-29T05:34:25,2011-04-29T18:12:15,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2011-04-30,32.0,25.7,29.0,38.2,25.7,32.8,23.8,74.6,0.475,100.0,12.5,rain,,,33.5,16.7,97.1,1010.2,69.3,9.5,220.0,18.8,7.0,,2011-04-30T05:33:56,2011-04-30T18:12:28,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
